Duration,Team_Size,Budget,Past_Delays,Tech_Complexity,Risk_Level
52,6,103809,7,1,High
43,4,72176,6,5,High
50,13,124825,4,1,Medium
32,9,127555,9,3,High
50,4,33145,1,1,Medium
31,28,127289,8,3,High
8,20,168874,4,2,Low
19,23,294407,7,2,Low
39,6,87788,3,3,Medium
41,10,169227,8,5,High
5,22,161994,9,5,High
7,16,233303,6,1,Low
51,14,181744,1,3,Medium
28,24,199598,2,4,Medium
31,23,103352,1,5,Medium
44,29,256710,4,5,Medium
40,20,199770,1,2,Low
38,13,33512,4,5,High
33,10,192572,8,5,High
28,4,153775,1,5,Medium
28,27,108743,8,3,Medium
46,17,109858,6,3,High
8,11,84800,6,2,Medium
7,21,130364,4,1,Low
38,22,294531,7,5,High
53,10,217232,6,1,Medium
27,27,234639,5,3,Medium
57,21,162871,1,5,High
56,7,149095,5,1,High
27,13,65548,1,1,Low
49,17,120450,0,4,High
9,10,135669,8,3,Medium
35,21,103071,4,2,Medium
57,25,142808,9,2,High
45,29,108591,9,4,High
58,10,254213,3,1,Medium
10,28,296441,7,4,Medium
41,29,139513,4,4,High
14,21,128752,6,3,Medium
44,20,166080,2,5,High
11,12,247885,7,1,Low
43,9,177892,7,2,Medium
42,11,183325,2,2,Medium
25,3,97156,8,4,High
24,21,272960,7,4,Medium
7,7,90263,0,4,Medium
55,21,129252,7,1,High
26,3,148632,3,4,Medium
51,17,46575,5,4,High
8,18,41952,9,5,High
